course_duration_weeks,prior_courses_completed,session_duration_minutes,engagement_score,age,videos_watched,total_posts,avg_session_duration,activity_rate,study_consistency,completion_status,gender,region,internet_access_type,education_level,employment_status,device_type,learning_goal,course_category,difficulty_level,assessment_type
23.0,1.0,110.8,16.666666666666668,40.0,15.0,14.0,68.9,2326.8,923.26,Completed,Non-Binary,Region X,Mobile,College,Employed,Tablet,Personal Interest,Science,Intermediate,Quiz
15.0,7.0,43.3,18.666666666666668,41.0,47.0,2.0,26.4,303.1,506.88,Dropped,Female,Region Iv-A,Broadband,Graduate,Employed,Mobile,Career Change,Business,Advanced,Assignment
18.0,7.0,150.3,16.0,43.0,4.0,27.0,115.8,2555.1000000000004,1725.42,Completed,Female,Region Xi,Mobile,Graduate,Student,Laptop,Personal Interest,IT,Intermediate,Assignment
11.0,9.0,14.5,23.0,26.0,32.0,7.0,60.6,435.0,1084.74,Dropped,Female,Region Vi,Broadband,College,Employed,Desktop,Career Change,Business,Beginner,Final Exam
8.0,6.0,133.1,26.0,49.0,26.0,47.0,60.0,665.5,666.0,Dropped,Female,Ncr,Broadband,High School,Unemployed,Desktop,Career Change,Business,Advanced,Quiz
23.0,14.0,135.0,12.833333333333334,46.0,32.0,21.0,144.3,-1957.5,1774.8900000000003,Dropped,Male,Region Ii,Limited,High School,Student,Laptop,Skill Upgrade,Arts,Intermediate,Quiz
22.0,14.0,145.2,18.0,23.0,32.0,6.0,28.0,2323.2,459.19999999999993,Completed,Female,Region Xi,Broadband,Graduate,Employed,Desktop,Skill Upgrade,Business,Beginner,Quiz
21.0,0.0,69.2,16.333333333333332,44.0,17.0,24.0,86.5,553.6,934.2,Dropped,Female,Region Xi,Broadband,High School,Employed,Laptop,Personal Interest,IT,Intermediate,Final Exam
13.0,7.0,57.5,11.0,24.0,19.0,13.0,98.7,57.5,1559.46,Ongoing,Male,Region Viii,Mobile,Graduate,Student,Desktop,Career Change,Business,Intermediate,Quiz
16.0,1.0,53.6,31.166666666666668,23.0,40.0,8.0,48.7,2438.8,262.98,Ongoing,Male,Region Iii,Broadband,College,Student,Mobile,Personal Interest,Business,Intermediate,Assignment
7.0,7.0,56.1,24.0,49.0,46.0,11.0,147.0,841.5,2293.2,Ongoing,Other,Region Vii,Mobile,High School,Unemployed,Laptop,Career Change,Science,Advanced,Quiz
13.0,7.0,72.1,10.666666666666666,32.0,20.0,3.0,79.6,648.9,835.8,Dropped,Male,Ncr,Mobile,High School,Unemployed,Mobile,Career Change,Business,Beginner,Assignment
8.0,3.0,45.1,28.666666666666668,44.0,41.0,15.0,14.8,1353.0,217.56,Dropped,Female,Region Vi,Mobile,College,Unemployed,Mobile,Career Change,Math,Intermediate,Assignment
5.0,8.0,102.9,24.0,34.0,23.0,25.0,88.6,2469.6000000000004,921.44,Ongoing,Female,Region Vii,Broadband,Graduate,Employed,Desktop,Skill Upgrade,Math,Intermediate,Final Exam
8.0,1.0,31.1,33.5,26.0,75.5,23.0,127.7,62.2,1187.61,Completed,Female,Region Xii,Broadband,College,Student,Tablet,Personal Interest,Business,Beginner,Quiz
10.0,11.0,28.1,23.666666666666668,31.0,43.0,0.0,111.9,786.8000000000001,671.4000000000001,Dropped,Male,Region X,Broadband,Graduate,Employed,Mobile,Skill Upgrade,Science,Advanced,Assignment
13.0,0.0,171.1,23.0,40.0,31.0,8.0,116.2,5133.0,-627.48,Completed,Female,Ncr,Mobile,College,Unemployed,Laptop,Career Change,Science,Beginner,Quiz
20.0,15.0,21.6,5.666666666666667,54.0,1.0,0.0,-77.31250000000003,345.6,-139.16250000000005,Dropped,Female,Region Vi,Mobile,High School,Employed,Mobile,Career Change,IT,Intermediate,Assignment
14.0,14.0,-72.1875,13.333333333333334,24.0,7.0,27.0,57.5,-433.125,1693.375,Completed,Male,Metro Manila,Broadband,High School,Employed,Laptop,Personal Interest,Math,Beginner,Final Exam
12.0,1.0,102.9,24.0,49.0,50.0,10.0,67.5,1234.8000000000002,108.0,Completed,Female,Ncr,Broadband,College,Employed,Tablet,Career Change,Math,Intermediate,Final Exam
12.0,7.0,167.9,16.666666666666668,34.0,18.0,25.0,171.1,1175.3,513.3,Dropped,Male,Region Iv-A,Mobile,Graduate,Employed,Laptop,Skill Upgrade,Business,Advanced,Assignment
18.0,14.0,37.2,22.33333333333333,39.0,27.0,11.0,111.6,1078.8000000000002,223.2,Ongoing,Female,Region Vii,Mobile,High School,Employed,Mobile,Personal Interest,Business,Beginner,Quiz
19.0,4.0,36.2,12.666666666666666,20.0,21.0,16.0,69.3,36.2,1365.2099999999998,Ongoing,Female,Region Xi,Broadband,College,Unemployed,Mobile,Academic Requirement,Science,Intermediate,Assignment
14.0,8.0,146.5,1.0,37.0,2.0,0.0,169.6,146.5,2425.28,Ongoing,Female,Region Vii,Broadband,College,Student,Mobile,Skill Upgrade,IT,Intermediate,Assignment
13.0,7.0,30.7,21.33333333333333,35.0,31.0,8.0,96.0,767.5,1296.0,Dropped,Female,Region Vii,Broadband,Graduate,Employed,Mobile,Personal Interest,Science,Beginner,Quiz
20.0,0.0,150.7,26.666666666666668,26.0,41.0,15.0,63.7,3616.8,210.21,Ongoing,Other,Region Vii,Limited,Graduate,Unemployed,Mobile,Career Change,Business,Beginner,Quiz
8.0,23.0,71.8,23.0,44.0,31.0,18.0,92.9,1436.0,771.0700000000002,Dropped,Female,Ncr,Broadband,Graduate,Employed,Desktop,Personal Interest,IT,Intermediate,Assignment
5.0,4.0,162.5,12.0,50.0,32.0,0.0,52.8,650.0,-327.36,Completed,Other,Region Vii,Broadband,Graduate,Employed,Desktop,Personal Interest,Business,Advanced,Assignment
17.0,6.0,102.2,26.666666666666668,45.0,47.0,21.0,88.9,1226.4,213.36,Completed,Female,Region Iv-A,Broadband,Graduate,Student,Laptop,Academic Requirement,IT,Beginner,Quiz
19.0,9.0,168.2,37.5,32.0,75.5,10.0,136.0,4541.4,2584.0,Completed,Female,Region Xi,Broadband,Graduate,Employed,Mobile,Personal Interest,Science,Beginner,Quiz
34.0,1.0,50.9,9.666666666666666,33.0,3.0,10.0,155.4,814.4,947.94,Completed,Other,Region Xii,Broadband,College,Employed,Mobile,Career Change,Science,Intermediate,Assignment
14.0,7.0,65.9,27.0,54.0,31.0,20.0,84.1,1977.0,1110.12,Ongoing,Female,Ncr,Mobile,Graduate,Student,Tablet,Academic Requirement,Business,Beginner,Assignment
24.0,4.0,84.2,25.666666666666668,22.0,39.0,10.0,161.6,2357.6,921.12,Completed,Female,Region Iv-A,Broadband,High School,Employed,Desktop,,Science,Beginner,Assignment
5.0,2.0,17.8,19.33333333333333,23.0,25.0,6.0,59.3,480.6,948.8,Ongoing,Female,Region Xi,Mobile,College,Unemployed,Tablet,Skill Upgrade,IT,Beginner,Quiz
15.0,14.0,46.0,17.666666666666668,26.0,27.0,15.0,160.4,506.0,641.6,Completed,Female,Region Iv-A,Broadband,Graduate,Employed,Laptop,Career Change,Science,Intermediate,Assignment
18.0,9.0,97.5,25.33333333333333,30.0,31.0,21.0,129.6,2340.0,1775.5199999999998,Completed,Female,Car,Broadband,College,Student,Laptop,Academic Requirement,Business,Intermediate,Final Exam
22.0,5.0,80.2,12.666666666666666,25.0,27.0,1.0,268.7875,802.0,2822.26875,Completed,Female,Region Viii,Broadband,Graduate,Employed,Mobile,Skill Upgrade,Business,Beginner,Quiz
5.0,12.0,78.5,28.83333333333333,28.0,32.0,9.0,176.7,3571.75,2579.82,Completed,Male,Region X,Broadband,College,Student,Mobile,Skill Upgrade,Business,Beginner,Assignment
8.0,15.0,159.9,18.33333333333333,38.0,45.0,-17.0,125.9,4317.3,919.07,Completed,Male,Region Iii,Broadband,College,Unemployed,Mobile,Skill Upgrade,Science,Advanced,Quiz
12.0,12.0,145.4,16.0,35.0,5.0,13.0,65.1,4362.0,1139.25,Completed,Female,Region Xi,Mobile,Graduate,Student,Laptop,Personal Interest,Science,Advanced,Quiz
9.0,15.0,94.9,20.666666666666668,41.0,37.0,4.0,167.8,1992.9,2735.1400000000003,Completed,Male,Region Vii,Limited,College,Unemployed,Mobile,Skill Upgrade,Business,Beginner,Assignment
4.0,3.0,160.2,11.0,23.0,19.0,8.0,143.3,961.2,1834.24,Dropped,Female,Region Iii,Mobile,High School,Student,Mobile,Skill Upgrade,Arts,Beginner,Quiz
10.0,0.0,112.1,4.666666666666667,51.0,4.0,4.0,138.2,672.5999999999999,4069.99,Completed,Male,Region Iii,Mobile,Graduate,Student,Mobile,Skill Upgrade,IT,Beginner,Assignment
8.0,12.0,77.5,8.333333333333334,34.0,14.0,5.0,114.5,465.0,171.75,Completed,Female,Region Vii,Mobile,College,Unemployed,Desktop,Career Change,IT,Intermediate,Assignment
19.0,8.0,105.1,11.666666666666666,49.0,25.0,9.0,67.8,105.1,481.38,Ongoing,Male,Ncr,Limited,College,Student,Desktop,Academic Requirement,Math,Intermediate,Assignment
6.0,5.0,261.9125,17.666666666666668,24.0,17.0,15.0,132.2,5500.1625,462.69999999999993,Completed,Female,Ncr,Mobile,Graduate,Unemployed,Laptop,Career Change,Business,Beginner,Assignment
12.0,2.0,-72.1875,20.0,21.0,17.0,15.0,92.3,-2021.25,1153.75,Ongoing,Female,Caraga,Mobile,College,Employed,Laptop,Skill Upgrade,Science,Advanced,Quiz
24.0,4.0,71.3,14.666666666666666,35.5,10.0,28.0,46.5,427.8,818.4000000000001,Ongoing,Other,Region Xi,Mobile,College,Employed,Desktop,Skill Upgrade,IT,Beginner,Quiz
11.0,14.0,36.4,19.33333333333333,43.0,15.0,15.0,76.4,1019.2,488.96,Dropped,Female,Region Xii,Limited,College,Employed,Laptop,Career Change,Business,Intermediate,Quiz
24.0,11.0,27.9,19.0,37.0,18.0,10.0,59.1,809.0999999999999,531.9,Dropped,Female,Region Vii,Broadband,College,Unemployed,Tablet,Skill Upgrade,Business,Intermediate,Quiz
24.0,9.0,261.9125,23.0,55.0,23.0,20.0,99.9,6809.725,429.57,Dropped,Female,Region Vii,Broadband,Graduate,Unemployed,Tablet,Personal Interest,Arts,Intermediate,Assignment
24.0,12.0,14.5,21.33333333333333,35.5,15.0,29.0,27.4,290.0,498.68,Completed,Male,Ncr,Mobile,College,Employed,Laptop,Personal Interest,Business,Beginner,Quiz
23.0,7.0,39.4,31.0,38.0,47.0,17.0,73.2,1142.6,1083.36,Completed,Male,Ncr,Mobile,College,Student,Mobile,Personal Interest,IT,Beginner,Final Exam
14.0,7.0,46.3,24.0,34.0,38.0,18.0,67.8,740.8,678.0,Dropped,Female,Ncr,Broadband,College,Student,Mobile,Skill Upgrade,Science,Beginner,Final Exam
21.0,7.0,62.2,21.0,18.0,31.0,2.0,24.8,1866.0,260.40000000000003,Completed,Male,Region X,Broadband,College,Student,Desktop,Skill Upgrade,Business,Intermediate,Assignment
17.0,7.0,92.6,31.0,33.0,46.0,29.0,66.1,1666.8,859.3,Dropped,Female,Ncr,Limited,College,Student,Tablet,Personal Interest,Business,Intermediate,Assignment
11.0,10.0,-54.6,13.333333333333334,26.0,8.0,13.0,64.4,-1037.4,399.28,Dropped,Male,Region X,Broadband,High School,Student,Tablet,Personal Interest,Math,Intermediate,Quiz
23.0,11.0,75.0,18.0,55.0,12.0,22.0,58.8,1500.0,246.96,Completed,Male,Region Xi,Mobile,College,Employed,Mobile,Academic Requirement,Business,Beginner,Final Exam
17.0,6.0,155.1,15.666666666666666,49.0,22.0,10.0,19.9,2326.5,208.95,Dropped,Female,Region Iv-A,Broadband,College,Student,Laptop,Academic Requirement,Math,Advanced,Assignment
24.0,7.0,94.9,14.666666666666666,55.0,25.0,14.0,28.0,474.5,355.6,Completed,Female,Region Xi,Mobile,College,Student,Desktop,Skill Upgrade,Business,Intermediate,Quiz
10.0,10.0,100.2,27.666666666666668,32.0,37.0,26.0,172.1,2004.0,740.03,Ongoing,Female,Region Ii,Limited,College,Employed,Mobile,Personal Interest,Business,Beginner,Final Exam
14.0,2.0,111.8,19.666666666666668,34.0,43.0,14.0,137.3,223.6,1441.65,Ongoing,Female,Region Vii,Broadband,College,Student,Laptop,Skill Upgrade,Business,Beginner,Assignment
22.0,1.0,153.3,28.0,35.0,45.0,29.0,44.2,1533.0,247.52,Completed,Female,Region Iii,Broadband,High School,Unemployed,Desktop,Personal Interest,Science,Beginner,Final Exam
11.0,2.0,128.3,18.666666666666668,-4.0,13.0,13.0,41.9,3849.000000000001,331.01,Dropped,Female,Region Viii,Broadband,High School,Employed,Laptop,Personal Interest,Math,Advanced,Assignment
5.0,13.0,148.3,14.0,44.0,25.0,3.0,57.9,2076.2000000000003,590.5799999999999,Completed,Female,Region Vi,Broadband,Graduate,Employed,Tablet,Personal Interest,Math,Intermediate,Final Exam
15.0,0.0,21.0,22.666666666666668,17.0,25.0,27.0,94.9,336.0,854.1,Ongoing,Female,Region I,Broadband,College,Employed,Mobile,Skill Upgrade,Science,Intermediate,Assignment
17.0,0.0,26.0,20.33333333333333,30.0,29.0,15.0,169.7,442.0,1781.85,Completed,Female,Ncr,Mobile,Graduate,Unemployed,Tablet,Skill Upgrade,IT,Beginner,Assignment
7.0,8.0,127.2,21.33333333333333,36.0,6.0,47.0,19.3,1399.2,568.385,Completed,Female,Region Xi,Mobile,College,Student,Desktop,Skill Upgrade,Business,Intermediate,Assignment
12.0,0.0,84.9,12.333333333333334,50.0,10.0,22.0,137.6,424.5,756.8,Completed,Male,Region Xi,Mobile,College,Student,Desktop,Skill Upgrade,Business,Beginner,Final Exam
5.0,12.0,136.6,21.33333333333333,53.0,36.0,23.0,72.0,683.0,698.4,Ongoing,Male,Region I,Broadband,College,Employed,Laptop,Personal Interest,Arts,Advanced,Final Exam
6.0,0.0,85.3,9.666666666666666,36.0,14.0,8.0,177.8,597.1,320.04,Ongoing,Female,Ncr,Broadband,Graduate,Unemployed,Desktop,Career Change,Business,Beginner,Assignment
21.0,2.0,98.0,10.333333333333334,28.0,10.0,3.0,110.3,1764.0,1830.98,Completed,Male,Region Iii,Mobile,College,Employed,Laptop,Skill Upgrade,IT,Advanced,Assignment
18.0,2.0,153.6,21.666666666666668,21.0,40.0,17.0,27.8,1228.8,291.90000000000003,Ongoing,Female,Ncr,Broadband,Graduate,Student,Desktop,Career Change,IT,Intermediate,Final Exam
22.0,1.0,48.8,22.0,50.0,45.0,13.0,76.2,390.4,175.26,Dropped,Non-Binary,Region Xii,Broadband,College,Employed,Mobile,Academic Requirement,Math,Intermediate,Quiz
18.0,7.0,159.2,19.0,35.5,35.0,10.0,48.0,1910.4,532.8,Dropped,Male,Region Vi,Mobile,Graduate,Unemployed,Laptop,Skill Upgrade,Arts,Beginner,Quiz
4.0,10.0,111.1,14.666666666666666,51.0,30.0,5.0,68.1,999.9,755.91,Ongoing,Male,Region Viii,Mobile,College,Student,Mobile,Personal Interest,IT,Intermediate,Quiz
20.0,4.0,83.6,20.666666666666668,44.0,22.0,14.0,135.1,2173.6,1877.89,Completed,Male,Region Xi,Broadband,College,Employed,Laptop,Academic Requirement,IT,Intermediate,Quiz
21.0,-9.0,261.9125,19.666666666666668,20.0,21.0,27.0,172.0,2881.0375000000004,756.8000000000001,Dropped,Male,Region Vii,Broadband,College,Employed,Mobile,Academic Requirement,IT,Beginner,Quiz
12.0,8.0,26.3,20.666666666666668,49.0,50.0,5.0,171.7,184.1,3142.11,Completed,Female,Region Ix,Mobile,High School,Employed,Desktop,Personal Interest,Business,Beginner,Final Exam
15.0,5.0,90.7,8.0,32.0,0.0,14.0,138.4,907.0,-1107.2,Completed,Male,Ncr,Limited,College,Employed,Laptop,Academic Requirement,Business,Beginner,Assignment
4.0,9.0,120.7,21.0,19.0,42.0,6.0,94.9,1810.5,787.6700000000001,Completed,Male,Barmm,Limited,College,Unemployed,Laptop,Skill Upgrade,IT,Intermediate,Final Exam
7.0,13.0,177.4,15.333333333333334,41.0,20.0,9.0,100.7,3015.8,634.41,Completed,Male,Region Iii,Broadband,College,Student,Desktop,Career Change,Business,Beginner,Final Exam
14.0,12.0,32.8,14.666666666666666,-4.0,26.0,15.0,58.9,98.4,889.39,Ongoing,Female,Region V,Broadband,College,Employed,Mobile,Skill Upgrade,Science,Advanced,Quiz
24.0,14.0,102.0,27.0,52.0,49.0,24.0,87.4,816.0,1415.88,Dropped,Female,Region Viii,Broadband,High School,Employed,Mobile,Career Change,Arts,Intermediate,Assignment
17.0,11.0,48.8,4.166666666666667,16.0,-24.5,28.0,50.6,439.2,804.5400000000001,Completed,Male,Region Iii,Limited,Graduate,Student,Laptop,Academic Requirement,Science,Advanced,Final Exam
4.0,8.0,151.0,1.3333333333333333,48.0,1.0,1.0,56.3,302.0,743.16,Dropped,Female,Ncr,Broadband,College,Student,Desktop,Skill Upgrade,IT,Intermediate,Assignment
20.0,3.0,168.7,15.0,19.0,17.0,12.0,10.8,2699.2,127.44,Ongoing,Female,Region Vii,Limited,Graduate,Employed,Laptop,Personal Interest,IT,Beginner,Assignment
23.0,0.0,166.1,12.0,49.0,3.0,23.0,43.4,1661.0,603.26,Dropped,Male,Region I,Mobile,College,Student,Desktop,Skill Upgrade,Business,Intermediate,Quiz
23.0,4.0,53.2,15.0,48.0,19.0,10.0,93.2,851.2,1826.7200000000005,Dropped,Non-Binary,Region Vii,Mobile,College,Employed,Laptop,Personal Interest,IT,Advanced,Quiz
22.0,1.0,28.6,32.0,39.0,39.0,28.0,90.5,829.4000000000001,488.7000000000001,Completed,Female,Ncr,Broadband,Graduate,Unemployed,Desktop,Skill Upgrade,IT,Intermediate,Quiz
7.0,7.0,21.3,16.333333333333332,52.0,7.0,15.0,116.0,575.1,1020.8,Ongoing,Female,Region Xi,Limited,College,Student,Laptop,Career Change,Business,Intermediate,Final Exam
4.0,6.0,130.7,19.0,38.0,25.0,23.0,16.2,1176.3,-138.51000000000002,Ongoing,Male,Region Ix,Broadband,College,Student,Desktop,Skill Upgrade,Business,Beginner,Assignment
23.0,4.0,148.1,24.666666666666668,53.0,17.0,30.0,163.2,3998.7,2219.52,Completed,Female,Region Vii,Mobile,College,Unemployed,Desktop,Skill Upgrade,IT,Intermediate,Final Exam
11.0,14.0,94.9,7.333333333333333,53.0,6.0,12.0,89.0,379.6,1432.9,Completed,Male,Region Xi,Broadband,High School,Student,Mobile,Personal Interest,IT,Beginner,Quiz
8.0,9.0,69.1,9.0,35.5,14.0,10.0,179.3,207.3,2115.74,Dropped,Female,Region Xi,Mobile,Graduate,Employed,Mobile,Career Change,IT,Beginner,Assignment
8.0,12.0,84.0,16.666666666666668,43.0,20.0,20.0,36.7,840.0,282.59000000000003,Ongoing,Female,Region Ii,Mobile,College,Employed,Tablet,Skill Upgrade,Business,Beginner,Quiz
7.0,14.0,94.9,14.333333333333334,16.0,25.0,12.0,161.2,569.4000000000001,854.3599999999999,Completed,Male,Region Vii,Limited,High School,Employed,Desktop,Personal Interest,Science,Intermediate,Quiz
15.0,10.0,47.0,15.0,36.0,12.0,27.0,157.6,282.0,236.4,Ongoing,Female,Ncr,Broadband,College,Employed,Desktop,Skill Upgrade,Science,Beginner,Quiz
20.0,8.0,94.9,27.666666666666668,-4.0,42.0,14.0,171.2,2562.3,975.84,Dropped,Male,Ncr,Mobile,College,Employed,Laptop,Career Change,IT,Beginner,Assignment
4.0,10.0,161.8,30.0,35.5,41.0,26.0,147.8,3721.4,2409.1400000000003,Completed,Male,Region Iii,Mobile,College,Unemployed,Desktop,Career Change,IT,Advanced,Quiz
21.0,11.0,154.0,10.0,20.0,0.0,2.0,54.2,4312.0,319.78000000000003,Completed,Female,Ncr,Broadband,College,Employed,Laptop,Career Change,Science,Intermediate,Assignment
22.0,12.0,13.9,18.666666666666668,35.5,35.0,12.0,165.9,125.1,3085.74,Completed,Female,Region X,Broadband,High School,Employed,Laptop,Skill Upgrade,Science,Intermediate,Quiz
14.0,4.0,122.9,20.0,36.0,29.0,5.0,80.4,3195.4,418.08,Ongoing,Male,Region Vi,Broadband,College,Student,Desktop,Skill Upgrade,Arts,Advanced,Quiz
16.0,2.0,57.2,28.666666666666668,51.0,44.0,15.0,46.9,1544.4,60.97,Completed,Female,Ncr,Mobile,College,Student,Desktop,Personal Interest,Science,Beginner,Final Exam
18.0,2.0,90.9,15.666666666666666,47.0,12.0,23.0,34.2,1090.8000000000002,523.2600000000001,Completed,Female,Region Iii,Limited,High School,Unemployed,Mobile,Career Change,Business,Beginner,Final Exam
10.0,3.0,95.9,31.666666666666668,39.0,48.0,21.0,66.3,2493.4,729.3,Ongoing,Female,Ncr,Mobile,High School,Employed,Desktop,Career Change,Arts,Intermediate,Final Exam
18.0,9.0,106.8,27.0,31.0,47.0,27.0,107.6,747.6,1409.56,Completed,Male,Region Iii,Broadband,College,Student,Mobile,Skill Upgrade,IT,Intermediate,Assignment
22.0,12.0,94.9,14.333333333333334,37.0,25.0,0.0,53.4,1708.2,555.36,Completed,Male,Ncr,Mobile,College,Employed,Laptop,Career Change,Math,Intermediate,Assignment
9.0,7.0,129.6,17.333333333333332,18.0,12.0,30.0,29.5,1296.0,309.75,Ongoing,Female,Region Iv-A,Mobile,High School,Employed,Laptop,Academic Requirement,IT,Intermediate,Assignment
14.0,15.0,15.1,18.0,44.0,36.0,15.0,179.4,45.3,1506.96,Ongoing,Male,Region Iv-A,Mobile,College,Employed,Mobile,Skill Upgrade,Science,Beginner,Assignment
18.0,4.0,105.2,6.666666666666667,34.0,11.0,7.0,60.6,210.4,963.54,Dropped,Female,Region Xi,Broadband,Graduate,Employed,Laptop,Skill Upgrade,Science,Advanced,Assignment
6.0,10.0,20.5,7.0,54.0,7.0,1.0,23.1,266.5,196.35,Dropped,Female,Region I,Broadband,High School,Employed,Tablet,Personal Interest,Business,Beginner,Assignment
21.0,13.0,97.9,14.333333333333334,39.0,5.0,22.0,112.9,1566.4,1467.7,Completed,Female,Region Vii,Mobile,College,Unemployed,Mobile,Skill Upgrade,Arts,Beginner,Final Exam
8.0,2.0,110.4,27.0,22.0,27.0,29.0,104.9,2760.0,1730.85,Completed,Male,Region Iv-A,Limited,Graduate,Student,Desktop,Skill Upgrade,Arts,Intermediate,Quiz
17.0,15.0,124.9,21.0,25.0,33.0,15.0,174.0,1873.5,3323.4,Ongoing,Other,Region Vii,Mobile,College,Employed,Laptop,Personal Interest,Business,Advanced,Assignment
21.0,13.0,66.2,19.666666666666668,37.0,28.0,23.0,175.6,529.6,175.6,Dropped,Non-Binary,Ncr,Broadband,Graduate,Student,Mobile,Academic Requirement,Business,Intermediate,Assignment
8.0,1.0,22.9,15.666666666666666,35.5,15.0,13.0,107.3,435.1,1126.65,Completed,Male,Region Iii,Broadband,College,Unemployed,Mobile,Skill Upgrade,IT,Advanced,Assignment
23.0,11.0,91.4,15.333333333333334,49.0,28.0,2.0,96.3,1462.4,1348.2,Completed,Female,Region Iv-A,Broadband,Graduate,Employed,Tablet,Skill Upgrade,IT,Beginner,Assignment
21.0,10.0,57.1,22.33333333333333,47.0,42.0,15.0,32.9,571.0,968.905,Ongoing,Non-Binary,Region Vi,Mobile,High School,Employed,Mobile,Career Change,Business,Intermediate,Quiz
20.0,3.0,169.7,22.666666666666668,46.0,29.0,20.0,133.2,3224.3,2664.0,Ongoing,Male,Region I,Limited,High School,Unemployed,Laptop,Skill Upgrade,Arts,Intermediate,Assignment
8.0,0.0,115.6,23.0,34.0,31.0,14.0,44.6,2774.4,553.0400000000001,Dropped,Female,Region I,Mobile,College,Employed,Mobile,Academic Requirement,Science,Advanced,Quiz
23.0,0.0,145.6,22.0,18.0,28.0,24.0,28.1,2038.4,407.4500000000001,Completed,Non-Binary,Region Iii,Broadband,High School,Unemployed,Laptop,Academic Requirement,Business,Advanced,Quiz
5.0,7.0,82.3,16.666666666666668,51.0,27.0,6.0,82.3,1399.1,213.98,Ongoing,Male,Region Xi,Mobile,Graduate,Student,Laptop,Personal Interest,IT,Beginner,Quiz
20.0,4.0,35.7,20.0,34.0,23.0,20.0,99.5,606.9000000000001,1781.05,Dropped,Male,Region Xi,Broadband,Highschool,Unemployed,Laptop,Skill Upgrade,Business,Beginner,Quiz
5.0,13.0,104.1,21.33333333333333,16.0,25.0,18.0,16.3,2186.1,122.25,Dropped,Male,Region Iv-A,Broadband,College,Student,Mobile,Personal Interest,IT,Beginner,Assignment
9.0,3.0,134.0,20.0,41.0,45.0,8.0,158.4,938.0,1077.12,Completed,Male,Region Iv-A,Broadband,Graduate,Student,Mobile,Academic Requirement,IT,Beginner,Assignment
23.0,13.0,52.9,10.0,52.0,9.0,7.0,157.2,740.6,1650.6,Dropped,Female,Region Vii,Mobile,Graduate,Student,Tablet,Personal Interest,IT,Beginner,Quiz
34.0,14.0,140.9,13.0,53.0,2.0,8.0,72.9,4086.1,947.7,Completed,Male,Region Xi,Broadband,High School,Unemployed,Mobile,Academic Requirement,Business,Beginner,Assignment
14.0,13.0,146.3,24.33333333333333,52.0,27.0,24.0,10.6,3218.6000000000004,19.08,Ongoing,Male,Caraga,Mobile,College,Employed,Tablet,Personal Interest,IT,Advanced,Final Exam
15.0,11.0,99.4,14.333333333333334,21.0,30.0,12.0,62.2,99.4,653.1,Ongoing,Female,Ncr,Mobile,Graduate,Employed,Laptop,Skill Upgrade,IT,Intermediate,Quiz
22.0,3.0,44.2,19.0,42.0,10.0,26.0,160.4,928.2,1491.7200000000005,Ongoing,Female,Ncr,Mobile,College,Employed,Laptop,Personal Interest,IT,Intermediate,Quiz
7.0,0.0,94.9,36.833333333333336,35.5,75.5,27.0,95.1,759.2,465.99,Completed,Male,Region Iv-A,Mobile,High School,Employed,Laptop,Personal Interest,IT,Beginner,Final Exam
8.0,0.0,112.9,17.666666666666668,39.0,6.0,17.0,34.9,3387.0,48.85999999999999,Dropped,Female,Region Xii,Mobile,College,Unemployed,Mobile,Personal Interest,Business,Beginner,Assignment
17.0,1.0,139.7,12.333333333333334,46.0,10.0,1.0,48.4,3632.2,701.8,Completed,Male,Region Iii,Broadband,High School,Employed,Mobile,Career Change,Arts,Beginner,Quiz
23.0,9.0,66.1,17.0,19.0,13.0,18.0,125.4,1322.0,1279.08,Completed,Female,Region I,Broadband,College,Employed,Mobile,Skill Upgrade,Business,Beginner,Assignment
15.0,5.0,101.7,11.0,21.0,31.0,1.0,19.2,101.7,565.4399999999999,Dropped,Female,Region Ix,Broadband,College,Student,Laptop,Career Change,IT,Intermediate,Assignment
17.0,0.0,45.2,32.666666666666664,23.0,48.0,26.0,49.3,1084.8000000000002,1451.885,Dropped,Female,Region Ii,Broadband,Graduate,Employed,Laptop,Personal Interest,IT,Beginner,Assignment
11.0,2.0,24.8,14.666666666666666,45.0,16.0,20.0,35.5,198.4,486.35,Completed,Female,Ncr,Broadband,Undergraduate,Student,Tablet,Career Change,IT,Intermediate,Final Exam
15.0,15.0,164.7,16.666666666666668,39.0,7.0,23.0,52.4,3294.0,628.8,Dropped,Female,Region Iv-A,Broadband,High School,Student,Laptop,Career Change,IT,Beginner,Quiz
14.0,8.0,161.8,28.666666666666668,39.0,31.0,29.0,14.9,4206.8,140.06,Completed,Female,Region Iv-A,Mobile,High School,Student,Laptop,Personal Interest,IT,Intermediate,Quiz
8.0,0.0,22.8,22.0,35.5,48.0,9.0,130.3,205.2,2488.7300000000005,Dropped,Female,Region Xi,Limited,Graduate,Employed,Laptop,Career Change,Science,Intermediate,Quiz
11.0,8.0,94.2,12.666666666666666,30.0,14.0,13.0,56.0,1036.2,-134.4,Completed,Male,Region I,Broadband,College,Student,Mobile,Academic Requirement,Arts,Advanced,Quiz
5.0,1.0,124.5,18.33333333333333,30.0,31.0,15.0,55.5,1120.5,166.5,Completed,Female,Region I,Broadband,Hs,Employed,Mobile,Personal Interest,Science,Advanced,Quiz
